modele,Nom,couleur,cathegorie,marque,prix,Description,link
FC180A,Astech Réfrigérateur Combiné 3 Tiroirs - 166 Litres - Gris - Classe A+ - Garantie 12 Mois,Gris,electronique,Astech,161100,"['Type Produit : Réfrigérateur', 'Marque: Astech', 'Modèle: FC180A', 'Capacité: 162 Litres', 'Classe A+', 'Nombre de tiroirs: 3', 'Nombre de portes: 2', 'Froid Statique', 'Couleur : Gris', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/027911/1.jpg?3283
STCB-479WM,SMART TECHNOLOGY Réfrigérateur Combiné Avec Fontaine 262 Litres - STCB-479WM - Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,189500,"['Type de produit : Réfrigérateur Combiné', 'Marque : Smart Technology', 'Modèle : STCB-479WM', 'Volume net : 262 L', 'Tension : 220-240V', 'Fréquence : 50 Hz', 'Puissance : 60 W', ""Consonmation d' energie: 0,685kw.h24h"", 'Classe climatique : ST', 'Réfrigérant : R600a48g', 'Capacité de congelation: 3.5kg 24h', ""Economie d'énergie : Oui"", 'Condensateur extérieur', 'Thermostat : Réglable', 'Roulette pour déplacement facile', ""Indice d'éficacité: ***"", 'Indice sonore: Faible', 'Mode de congélation rapide : Oui', 'Mode de rafraichissement rapide : Oui', 'Serrure : Non', 'Dimensions : 54.6 x 54.9 x 174.9 cm', 'Poids : 49 Kg']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/08089/1.jpg?3494
55CR81-C,Deska Smart TV 55 Pouces - Full HD - Noir - Garantie 12 Mois,Noir,electronique,Deska,198500,"['Type de Produit : TV LED', 'Marque : Deska', 'Modèle:\xa055CR81-C', 'Smart TV', 'Écran : 55 Pouces', ""Résolution d'affichage : 1080 pixels"", 'HDMI : Oui', 'USB : Oui', 'Connectivité: Wifi', 'Couleur : Noir', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/285411/2.jpg?6630
10,Deska Machine à laver Deska - 7kg,Gris,electronique,Deska,149700,"['Type de produit: Machine à laver', 'Capacité de lavage: 7kg', 'Classe énergétique: A+++', ""Vitesse d'essorage:1000 trmin"", 'Marque: Deska']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/157121/1.jpg?3826
JH43AS180G,"Aiwa Téléviseur LED - Smart Android TV - Ecran 43"" - L/H 95.2x53.5cm-Garantie 6 Mois",Noir,electronique,Aiwa,124900,"['Type de Produit : TV SMART', 'Marque : AIWA', 'Modèle :\xa0JH43AS180G', 'Écran : 43 Pouces', 'HDMI', 'USB', 'Android7.0', 'WIFI', 'Couleur : Noir', 'Type d\'écran :43"" LED', ""Durée d'utilisation prévue : 20,000\xa0Heures"", 'Puisance Haut Parleur\xa0 :2*10W(8Ω）', 'Mode de branchement :AC', ""Source d'alimentation :AC100-240V\xa0\xa0\xa0 5060Hz DC12V, 4A"", 'Consommation en watt :48W', ""LES PROBLÈMES D'ECRANS NE SONT PAS PRIS EN COMPTES DANS LA GARANTIE"", ""LA GARANTIE NE PRENDS PAS EN CHARGE LES REPARATIONS SUR L'ECRAN"", 'Garantie : 06 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/56481/1.jpg?5228
STCB-307,SMART TECHNOLOGY Réfrigérateur Combiné 211 Litres - Argenté - STCB-307 -Garantie 12 Mois - Classe A+,Argenté,electronique,SMART TECHNOLOGY,195200,"['Type de produit : Réfrigérateur Combiné', 'Marque : Smart Technology', 'Modèle : STCB-307', ""Economie d'énergie"", 'Condenseur extérieur', 'Fermeture à clef : Oui', 'Thermostat réglable', 'Roulettes pour faciliter le déplacement', 'Poignet élégant', 'Volume Brut: 215L', 'Volume net : 211 L', 'Nombre de battants : 2', ""Nombre d'étagères : 5 tiroirs congélateur"", 'Classe climatique : NSTT', 'Classe énergétique: A+', ""Indice d'efficacité : *****"", 'Réfrigérant : R600a68g', 'Tension : 220-240V', 'Fréquence : 50 Hz', 'Dimensions : 58 x 60 x 180 cm', 'Poids : 58 Kg', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/06888/1.jpg?6090
55 pouces,Samsung TV LED 4K - 138 cm - 55 pouces - HDR10+ - PurColor - Smart TV,Noir,electronique,Samsung,375000,"['Téléviseur LED Ultra HD 4K 138 cm', '1400 PQI - Motion Rate 100', 'PuColor', 'Compatible HDR10+', 'Tuner TNT terrestrecâblesatellite DVB-T2 C S2', 'Système de gestion de câbles', 'Design']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/18342/1.jpg?1753
CA820454/B,Orient Fer à Repasser à Vapeur/Sec ORIENT OFR-2082 Violet- 1400W / 220-240V - CA820454/B,MAUVE BLANC,electronique,Orient,3550,"['Type de Produit : Fer à Repasser A Vapeur', 'Marque : ORIENT', 'Puissance : 1200-1400W', 'Matériau du corps: Plastique', 'Voltage: 220 -224V - 5060 Hz', 'Semelle en céramique', 'Jet puissant de vapeur', 'Protection contre la surchauffe', 'Réservoir translucide : 150ml', 'Longeur cordon : 2m', 'Facile a ranger']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/648121/1.jpg?7636
BLG 412,Binatone Blender Avec Broyeur 1.5 Litres – 300W – BLG 412 – Gris– Garantie 06 Mois,Gris,electronique,Binatone,11600,"['Type produit : petit électroménager', 'Marque : Binatone', 'Modèle : BLG-412', 'Nom : Blender Avec Broyeur', 'Broie rapidement et facilement le café, les haricots, les noix, les épices, la viande, les noix de coco', 'Aide à préparer vos jus de fruits, milk-shakes et autres cocktails préférés', ""Possibilité d'ajouter des ingrédients pendant le mélange"", 'Cruche incassable', 'Capacité de 1,5 L', '2 vitesses et mode pulsé', 'Lame en acier inoxydable', 'Couvercle anti-éclaboussures', 'Mécanisme de verrouillage de sécurité', 'Lieu de stockage au froid', 'Tension : 220-240 V ~ 5060 Hz', 'Puissance : 300 W']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/987811/1.jpg?5556
P47,P47 Casque d'écoute sans fil Bluetooth- P47 5.0+EDR Wireless,N/AI,electronique,P47,2500,"['Modèle : P47 5.0+EDR', 'La couleur noire', 'Bluetooth : 4.2', 'Fréquence : 2,4 GHz ~ 2,4835 GHz', 'Diamètre du pilote : 40 mm', 'Portée Bluetooth : 10 mètres', 'Prise en charge A2DP', ""Coussinets d'oreille confortables"", 'Microphone intégré', 'Port 3,5 mm pour une utilisation filaire', 'Temps de conversation : 6 heures', ""Temps d'attente : jusqu'à 15 heures""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/19799/1.jpg?4128
NBL-150-C,"Nexon Mixeur / Broyeur 3 Vitesses NBL-150-C - 1,5 litres - 400W - Noir",Noir,electronique,Nexon,7900,"['Type de produit : Mixeur Blender', '* Puissance du moteur : 400W', '* Mixeur et broyeur 2 en 1', '* Bocal incassable', ""* 2 vitesses et fonction d'impulsion"", '*Verrouillage de sécurité inclus', '* Capacité du mixeur - 1.5L', '* Moteur en cuivre * Alimentation 220-240V, 5060Hz', '*Puissance du moteur : 400W', '*Bocal incassable', '* Blender avec broyeur, 2 en 1', '* Capacité du mixeur : 1.5L ; * Contrôle des impulsions à 2 vitesses ;', '* Avec verrouillage de sécurité', '* Moteur recouvert de cuivre', '* Alimentation 220-240V, 5060Hz']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/486121/1.jpg?0928
STPE-249G,SMART TECHNOLOGY Bouilloire Electrique 1.8 Litres - 1500W - STPE-249G - Gold - Garantie 3 Mois,Gold,electronique,SMART TECHNOLOGY,4200,"['Type de produit : Bouilloire électrique', 'Marque : Smart Technology', 'Référence : STPE-249G', 'Capacité : 1.8 Litres', 'Puissance : 1500 Watts', 'Tension : 220-240V', 'Fréquence : 5060 Hz', 'Protection de sécurité', 'Corps en acier inoxydable de haute qualité', 'Design ergonomique', ""Economie d'énergie"", 'Rotation de la base à 360 degrés', 'NB : Cette bouilloire électrique ne convient pas aux compteurs 5A*']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/52579/1.jpg?8685
STPE-249S,SMART TECHNOLOGY Bouilloire Electrique 1.8 Litres - 1500W - STPE-249S - Silver - Garantie 3 Mois,Silver,electronique,SMART TECHNOLOGY,4200,"['Type de produit : Bouilloire électrique', 'Marque : Smart Technology', 'Référence : STPE-249S', 'Capacité : 1.8 Litres', 'Puissance : 1500 Watts', 'Tension : 220-240V', 'Fréquence : 5060 Hz', 'Protection de sécurité', 'Corps en acier inoxydable de haute qualité', 'Design ergonomique', ""Economie d'énergie"", 'Rotation de la base à 360 degrés', 'NB : Cette bouilloire électrique ne convient pas aux compteurs 5A*']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/82579/1.jpg?9242
STPE-249R,SMART TECHNOLOGY Bouilloire Electrique 1.8 Litres - 1500W - STPE-249R - Rouge - Garantie 3 Mois,Rouge,electronique,SMART TECHNOLOGY,4200,"['Type de produit : Bouilloire électrique', 'Marque : Smart Technology', 'Référence : STPE-249R', 'Capacité : 1.8 Litres', 'Puissance : 1500 Watts', 'Tension : 220-240 V', 'Fréquence : 5060 Hz', 'Protection de sécurité', 'Corps en acier inoxydable de haute qualité', 'Design ergonomique', ""Economie d'énergie"", 'Rotation de la base à 360 degrés', 'NB : Cette bouilloire électrique ne convient pas aux compteurs 5A*']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/52579/1.jpg?8685
CA820530,Batteuse Electrique - 7 Vitesses - Blanc Gris,Blanc,electronique,(Pas d'avis disponibles),3900,"['Type de Produit : Mixeur Batteur', 'Marque : CAC', 'Nombre de Vitesses : 7', 'Puissance : 180W', 'Alimentation : 220V-50Ghz', 'Dimensions (L x L x H ) : 17 x 6,5 x 24 cm', 'Couleur : Blanc']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/407121/1.jpg?6633
MWO 2018,Binatone Micro-ondes 20 Litres - MWO 2018 - 700W - Noir - Garantie 06 Mois - Noir,Noir,electronique,Binatone,36990,"['Type Produit : Micro-ondes', 'Marque : Binatone', 'Modèle :\xa0MWO 2018', 'Capacité : 20\xa0Litres', 'Puissance : 700W', 'Niveaux de puissance : x5', 'Plaque de verre rotative', 'Couleur : Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/654811/1.jpg?5439
20MAF3-IA,Astech Micro-ondes 20 Litres - 20MAF3-IA - Gris,Gris,electronique,Astech,37500,"['Type de produit: Micro-ondes', 'Marque : Astech', 'Modèle:\xa020MAF3-IA', 'Capacité : \xa020 litres', 'Puissance : 700 W', '230 - 240V \xa0\xa050Hz', 'Couleur : Gris']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/141501/1.jpg?0479
JH32AT180S,"Aiwa Téléviseur LED - Ecran 32"" - HDMI x 2 USB x 2 - Noir - Garantie 6 Mois",Noir,electronique,Aiwa,54900,"['Marque\xa0: Aiwa', 'Fabricant\xa0: Aiwa', 'Modèle\xa0: JH32AT180S', 'Dimensions du produit\xa0:78 x 11 x 50 cm ;', 'Dimensions du carton : 79 x 11,5 x 51 cm ;', 'Piles\xa0: 2 piles AAArequises (incluses)', 'Interface matérielle\xa0:VGA, USB, HDMI', ""Matériel de montage\xa0:1 unité TV, télécommande, support de base, support mural, manuel d'utilisation"", ""Nombre d'articles\xa0: 1"", ""Technologie d'affichage\xa0:LED"", ""Taille d'affichage del'écran debout\xa0: 32 pouces"", ""Résolution d'écran\xa0:1366 x 768 pixels"", 'Format audio pris encharge\xa0: MP3, WMA, M4A, AAC', 'Puissance audio\xa0: 20watts', 'Composition des cellulesde la batterie\xa0: alcaline', 'Taux de rafraîchissement\xa0:60 Hz', 'Nombre total de ports\xa0:USB 2', ""Poids de l'article 5 kg500 g"", 'Garantie : 6 mois', 'Type d\'écran :32"" LED FRAMELESS ( slim)', ""Durée d'utilisation prévue : 20,000\xa0Heures"", 'Puissance Haut Parleur\xa0 :2*10W(8Ω）', 'Mode de branchement :AC', ""Source d'alimentation :AC100-240V\xa0\xa0\xa0 5060Hz DC12V, 4A"", 'Consommation en watt :48W', ""LES PROBLÈMES D'ECRANS NE SONT PAS PRIS EN COMPTES DANS LA GARANTIE"", ""LA GARANTIE NE PRENDS PAS EN CHARGE LES REPARATIONS SUR L'ECRAN"", 'Garantie : 06 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/68912/1.jpg?2947
Four électrique,Astech Four Electrique - Interrupteur 4 Positions - 23L - Gris,Gris,electronique,Astech,32300,"['Type de produit :\xa0Four Electrique', 'Capacité : 23L', 'Corps laqué laquées résistant à la chaleur', 'Interrupteur 4 positions', 'Résistance de voûte', 'Résistance de sol, résistance de voûte', 'Résistance de voûte et de sol avec chaleur tournante', 'Thermostat réglable', 'Minuterie', 'Voyant lumineux de contrôle', 'Avec grille', '4 positions pour le plat de cuisson']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/743911/1.jpg?7108
CO34-MKS,Astech Plaque de cuisson à gaz - 4 feux - CO34-MKS,Argent,electronique,Astech,17950,"['Type de produit: Plaque de cuisson à gaz', 'Modèle:\xa0CO34-MKS', 'Marque: Astech', 'Type de gaz: L.P.G', 'Pression du gaz: 2800Pa', 'Consommation: 460gh', 'Couleur: Argent']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/027911/1.jpg?3022
BO0303-XB,Deska Bouilloire électrique 2 litres - 1850/2200 W,Argent / Noir,electronique,Deska,5300,"['Type de produit: Bouilloire électrique', 'Marque: Deska', 'Modèle:\xa0BO0303-XB', 'Capacité: 2 litres', 'Puissance: 1850 - 2200 W', 'Couleur: Argent et Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/367021/1.jpg?5706
RGC-50,Roch Cuisinière à Gaz 4 Feux – RGCN-50- SB– 50x50 cm – 100% Inox,Noir -Gris,electronique,Roch,79900,"['Type Produit : Electroménager', 'Marque: Roch', 'Nom\xa0: Cuisinière à gaz', 'Nombre de brûleurs  : 3 feux', 'Matière\xa0: Inox']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/343911/1.jpg?7403
32PK25,Astech Téléviseur Smart TV LED 32 Pouces Full HD - Garantie 12 Mois,Noir,electronique,Astech,82200,"['Smart TV LED 32 Pouces\xa0 -', 'Taille écran : 32 pouces', ""Résolution d'affichage : Full HD 1920x1080 Pixels"", 'HDMI : Oui', 'USB : Oui', 'Couleur : Noir', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/986911/1.jpg?3019
Box TV 4K,Generic Box TV  4K  Android 10.1 4Go 64Go USB 3.0 [Dernière Version] - Noir,Noir,electronique,Generic,14900,"['Transformer votre TV LED en smart TV', 'Télécharger toutes les applications androïde', 'Mémoire interne 64Go', 'Ram 4Go', 'Processeur Quad-core', 'Images en 4K', 'WiFi direct et bluetooth']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/12606/1.jpg?7924
FB 50-N,Astech Réfrigérateur Mini Bar – 50 Litres  - Gris - Garantie 12 Mois,Gris,electronique,Astech,53100,"['Marque: Astech', 'Type de produit: Mini Bar', 'Sous catégorie: Congélateurs et Réfrigérateurs', 'Capacité en litres: 50 L', 'Couleur : Gris', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/027911/1.jpg?7908
R-20MTS,Sharp R-20 - Four à Micro à Ondes Digital - 20 Litres - 800 W - Inox,Argent,electronique,Sharp,47900,"['Type Produit : Micro-ondes', 'Marque : Sharp', 'Modèle : R-20 MTS', 'Capacité : 20 Litres', 'Puissance : 800W', 'Type de contrôleur : Clavier', 'Contrôleur d’affichage : Smart LED', 'Type de porte d’ouverture: Pull-out', 'Systeme de verrouillage', 'Off Mode (mode économie d’énergie)', 'Matière : Inox']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/2711/1.jpg?6529
CA820454,Fer à Repasser à Vapeur CAC Petit Modèle - 1400W / 220-240V - CA820454 - Vert,VERT BLANC,electronique,(1 avis vérifié),6000,"['Type de Produit : Fer à Repasser A Vapeur', 'Marque : CAC', 'Puissance : 1400W', 'Matériau du corps: Plastique', 'Voltage: 220 -224V - 50 Hz', 'Facile a ranger', 'Couleur : Vert blanc']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/647121/1.jpg?2747
14 x 14 x 5,Generic Drone de loisirs avec camera,noir,electronique,Generic,22900,"[""Modèle d'article : Drone E88"", 'Fréquence : 2,4 G', 'Canal : 4 canaux', 'Gyroscope : 6 axes', 'Batterie quadricoptère : Lipo 3,7 V 1 800 mAh (incluse)', ""Batterie de l'émetteur : 3 piles AA 1,5 (non incluses)."", 'Temps de charge : 60 min', 'Temps de vol : 13-15 minutes', 'Distance télécommandée : 120-150 m', 'Couleur : Grise', 'Taille du quad : 25*25*5.5']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/293811/1.jpg?7984
PL-218FZG,Astech Plaque De Cuisson 3 Feux - PL-218FZG - Noir - Garantie 12 Mois,Noir,electronique,Astech,14500,"['Type produit : Electroménager', 'Marque : Astech', 'Modèle : PL-218FZG', 'Nom : Plaque de cuisson', 'Nombre de brûleurs : 2 grands, 1 petit', 'Allumage : Automatique (1 tour)', 'Corps : Dessus en verre et cadre en métal', 'Dimension du produit (D*H*W)(mm) : 390 x 125 x 710', 'Poids du produit (Kg) : 9', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/002811/1.jpg?9270
STR-67H,SMART TECHNOLOGY Mini Réfrigérateur - STR-67H - 50 L - Argent - Garantie 12 Mois,Gris,electronique,SMART TECHNOLOGY,44900,"['LES PROBLÈMES DE MANQUE DE GAZ NE SONT PAS PRIS EN COMPTE PAR LA GARANTIE', 'Garantie : 12 Mois', 'Type de produit : Réfrigérateur bureau -', 'Modèle : STR-67H', 'Volume : 50 L', 'Classe climatique : STT', 'Vitesse de rafraichissement rapide : Oui', 'Tension : 220-240 V', 'Courant nominal: 0.7A', 'Frequence: 50 Hz', 'Puissance: 70 W', ""Consommation d'énergie: 0.35(kwh24h)"", 'Gaz réfrigérant: R600a', 'Poids : 14.5 Kg', 'LES PROBLÈMES DE MANQUE DE GAZ NE SONT PAS PRIS EN COMPTE PAR LA GARANTIE']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/500121/1.jpg?9023
STMW 20M,SMART TECHNOLOGY Four à Micro-Ondes 20 Litres - STMW-20M - Gris - Garantie 3 Mois,Gris,electronique,SMART TECHNOLOGY,35200,"['Type de produit : Micro-onde', 'Marque : Smart Technology', 'Modèle : STMW20M', 'Capacité : 20 Litres', 'Couleur : Gris', 'Poignée et boutons : Gris', 'Tension : 230V', 'Fréquence : 50HZ', 'Prise VDE']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/82579/1.jpg?8927
LAMPE,Generic Lampe solaire extérieure Led - Détecteur de mouvement - Noir,noir,electronique,Generic,2900,[],https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/20716/1.jpg?1771
Support mural décodeur,Generic Support Mural Décodeur DVD Acier Verre,Noir,electronique,Generic,2990,"['Détails', 'Nom du produit : Support Mural DVD', 'Materiel: acier', 'Installation: Support Mural', 'Taille du produit :300×200×217cm', 'Taille de la couche :5mm', 'Charge: Environ 13kg', 'Couleur :Noir']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/20739/1.jpg?4123
generic,Generic Casque Sans Fil Bluetooth B39 Casque de sport et d'écoute,Noir,electronique,Generic,5200,"['Type de produit : Casque bluetooth', 'Modèle : B39', 'Portée Bluetooth : 10 m', 'Version Bluetooth : 5.0', 'Temps de lecture de musique : 10 heures', 'Autonomie en conversation : 12 heures', 'Capacité de la batterie : 400 mAh', 'Temps de charge du casque : 3 heures']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/560121/1.jpg?4004
AVR-2000Va,SMART TECHNOLOGY Régulateur De Tension Automatique - AVR-2000Va - Inverter - Noir/Rouge - Garantie 12 mois,Noir/Rouge,electronique,SMART TECHNOLOGY,17900,"['Type de produit : Stabilisateur', 'Moteur Inverter', 'Marque : Smart Technology', 'Modèle : AVR-2000Va', 'Puissance : 2000 VA', 'Affichage : Digital', 'Particularité : Régulateur de tension automatique', 'Rendement élevé pour chaque modèle', 'Protection électromécanique contre les basses et hautes tensions', 'Protection contre les court-circuit', 'Fonctionnement sans déclassement avec les charges non linéaires', 'Large plage de tension acceptée', 'Pratique et durable', ""Plage d'entrée : 105V-280V"", 'Tension de sortie : 220 V', 'Fréquence : 50-60Hz', 'Dimensions : 25 x 14 x 18 cm', 'Poids: 6Kg', 'Garantie : 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/427911/1.jpg?4604
FB 111,Astech Réfrigérateur Bar 1 Porte 90 Litres - Gris - Garantie 12 Mois,Gris,electronique,Astech,69900,"['Type produit : Electroménager', 'Marque : Astech', 'Nom : réfrigérateur bar', 'Modèle : FB 111', 'Capacité : 90 L', 'Type : Single porte bar', 'Porte réversible : Oui', 'Fermeture par clef : Oui', 'Décongélation : Manuelle', 'Réfrigérant : R134a', 'Clayette : x1', 'Freezer : x1', 'Rack bouteille : x1', 'Garantie: 12 mois']",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/048911/1.jpg?7643
V380 mini - caméra espion WiFi,Generic Mini Camera IP Wifi 1080p HD Espion De Sécurité,Noir,electronique,Generic,8990,"['Audio bidirectionnel', ""La caméra est équipée d'un microphone et d'un Haut - parleur intégrés."", ""Ainsi, vous pouvez parler à votre enfant à distance à partir de votre smartphone n'importe quand et n'importe où."", 'Accès à distance P2P', ""Grâce à la technologie P2P pratique, vous pouvez maintenant voir des vidéos en direct de l'application sur votre smartphone."", 'Véritable plug - and - play', ""En supportant une connexion Wi - fi à un bouton, vous n'avez pas besoin d'un câble Ethernet tout au long de la connexion réseau."", 'Détection des mouvements et enregistrement des alarmes', ""La détection des mouvements fonctionne parfaitement avec l'alarme de message d'application (pas de photo). Assurez - vous d'être toujours le premier à être informé quand quelque chose arrive."", 'Vision nocturne infrarouge', ""Avec la fonction de vision nocturne infrarouge, même dans l'obscurité peut être clairement imagé, et la caméra elle - même ne brille pas, a une bonne intimité.""]",https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/553911/1.jpg?7137
