Nom,prix,link,marque,Description,modele,couleur,cathegorie,identification,file_name
Lanbena liquide blanchissement dentaire,1700,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/664121/1.jpg?3655,Lanbena,"['Effet blanchissant.', 'Efficace pour enlever las taches de thé, de café et d’autres pigments sur les dents, et pour éliminer la plaque.', ""Blanchiment des dents, réduction de la saleté des dents, amélioration de l'hygiène buccodentaire, réduction des maladies buccales."", ""Mode d'emploi : verser deux gouttes de liquide sur un disque de coton, puis frotter le disque sur la surface des dents pendant 1 à 2 minutes. Rincer ensuite la bouche avec de l’eau tiède pendant 3 à 5 minutes. Effectuer le traitement une fois par semaine."", ""Type d'article : liquide blanchissant pour les dents."", 'Contenu du colis\u202f:', '1 flacon de 10 ml de liquide blanchissant pour les dents']",LB5555,blanche,beaute-hygiene-sante,43,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\43_Lanbena_liquide_blanchissement_dentaire.jpg
Sivoderm Gamme sivoderm 3 pièces-1 savon 80G - 1 crème 25G  et une lotion 90ML,1700,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/45774/1.jpg?5915,Sivoderm,"['GAMME SIVODERME 3 PIÈCES', '1 SAVON 80G', '1 SURLET 25G', '1 LOTION 90ML', 'Rend propre et unifie']",0,VERT,beaute-hygiene-sante,44,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\44_Sivoderm_Gamme_sivoderm_3_pi_ces-1_savon_80G_-_1_cr_me_25G__et_une_lotion_90ML.jpg
Nova 2 en 1 Lisseur de Cheveux en Fer à Friser or +6 Cadeaux SN1022,3500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/332401/1.jpg?5952,Nova,"['Tension: 220V', 'Fréquence: 50HZ', 'Cheveux applicables: secs', 'Régulateur de température: thermostatique', 'Remblayage: fer à friser x 1 + 6 Cadeaux']",SN1022,Or,beaute-hygiene-sante,45,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\45_Nova_2_en_1_Lisseur_de_Cheveux_en_Fer___Friser_or__6_Cadeaux_SN1022.jpg
Generic Lisseur Peigne Sèche-cheveux Numérique Brosse Comme Image Noir,4000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/357001/1.jpg?3700,Generic,"['1. Chauffe rapidement', ""2. 60 minutes d'arrêt automatique"", ""3. Température d'affichage de l'écran LCD"", '4. Les poils en céramique 3D redressent doucement les cheveux', ""5. Contrôle de la température réglable jusqu'à 450 F""]",Sèche-cheveux,Noir,beaute-hygiene-sante,46,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\46_Generic_Lisseur_Peigne_S_che-cheveux_Num_rique_Brosse_Comme_Image_Noir.jpg
TOPICREM Mela Lait Eclaircissant Ultra-hydratant - 500 Ml - Blanc,16990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/357121/1.jpg?3631,TOPICREM,"['Type de produit: Soin Clarifiant.', 'Formule haute sécurité et haute tolérance.', 'Clarifie\xa0, unifie et prévient l’apparition des taches brunes.', 'Hydratation intense pendant 24 h.', 'Application matin etou soir sur le corps.']",1,Blanc,beaute-hygiene-sante,47,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\47_TOPICREM_Mela_Lait_Eclaircissant_Ultra-hydratant_-_500_Ml_-_Blanc.jpg
TOPICREM Mela Savon Exfoliant Eclaircissant Unifiant 150 G,3390,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/191811/1.jpg?8033,TOPICREM,"['Type de produit :\xa0Mela pain exfoliant\xa0 unifiant 150 g', 'Marque : TOPICREM', 'Testée sous contrôle dermatologique.', 'Soin exfoliant', 'Pour visage et corps', 'Peaux sensibles', 'Poids : 150Gr']",Soin exfoliant corps,blanc,beaute-hygiene-sante,48,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\48_TOPICREM_Mela_Savon_Exfoliant_Eclaircissant_Unifiant_150_G.jpg
BODY SECRET Brume Parfumée Body Secret Love Charm 70Ml - Cerise Et Pêche,580,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/43406/1.jpg?1100,BODY SECRET,"['Brume corporelle', 'Body Mist', 'BODY\xa0\xa0LOVE CHARM', 'Prune rouge et Freesia', 'Pour femme', '70ml']",LOVE CHARM,TRANSPARENT,beaute-hygiene-sante,49,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\49_BODY_SECRET_Brume_Parfum_e_Body_Secret_Love_Charm_70Ml_-_Cerise_Et_P_che.jpg
Generic Tondeuse A Cheveux Electrique Sans Fil Rechargeable - 2000mAh,8590,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/435611/1.jpg?1463,Generic,"['Couleur blanche', 'Logement ABS', 'Batterie de Li-on :2000MAh.', 'Affichage de la puissance LED', 'Accessoires :4 peignes de guidage, brosse de nettoyage et adaptateur']",Hair Clipper,Black,beaute-hygiene-sante,50,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\50_Generic_Tondeuse_A_Cheveux_Electrique_Sans_Fil_Rechargeable_-_2000mAh.jpg
TOPICREM MELA CREME CORREC JOUR 40ML,6990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/627121/1.jpg?6155,TOPICREM,"['Type de produit :\xa0Mela Crème Correctrice jour - 40 ml', 'Contenance : 40 ml', 'Marque : TOPICREM', 'Crème Correctrice Jour.', 'Unifie, Clarifie\xa0, corrige les taches et imperfections pigmentaires.', 'Formule SPF 20 avec complexe Clarifiant breveté.', 'Atténue et Clarifiant jour après jour les taches brunes.', 'Protège et hydratée, la peau retrouve éclat et luminosité.', 'Sans paraben.']",1,Blanc,beaute-hygiene-sante,51,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\51_TOPICREM_MELA_CREME_CORREC_JOUR_40ML.jpg
Generic Pousse Cheveux Rapide - Huile de Chébé pur du Tchad - 60 ml,1300,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/457001/1.jpg?7044,Generic,"['Produit: Huile\xa0 de chébé', 'Utilisée par les femmes', 'Augmente la qualité et une longueur de cheveux', 'Favorise la croissance des cheveux et limite la casse', 'Quantité: 60 ml']",1X1,multicolod,beaute-hygiene-sante,52,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\52_Generic_Pousse_Cheveux_Rapide_-_Huile_de_Ch_b__pur_du_Tchad_-_60_ml.jpg
The Ordinary Alpha arbutin 2% + HA - Soin Hydratant anti-tâches,6400,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/270401/1.jpg?6605,The Ordinary,"['Soins anti taches', 'Soins hydratants', 'Rendre la peau lisse', 'La meilleure formule anti taches de The Ordinary', 'A utiliser avec une crème solaire de préférence']",Alpha arbutin 2% + HA - Soin Hydratant anti-tâches,blanc,beaute-hygiene-sante,53,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\53_The_Ordinary_Alpha_arbutin_2____HA_-_Soin_Hydratant_anti-t_ches.jpg
"NIVEA Déodorant Homme""Cool Kick"" 48H  - 50ML",1670,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/393811/1.jpg?9021,NIVEA,"['Type Produit : Déodorant', 'Marque : NIVEA', 'Nom : Déodorant Homme""Cool Kick"" 48H', 'Contenance : 50ML', 'Livraison à domicile ou en point relais']",50ML,Jumia Mall,beaute-hygiene-sante,55,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\55_NIVEA_D_odorant_Homme_Cool_Kick__48H__-_50ML.jpg
Kiss Préservatifs Gold Extra Plaisir x3,650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/22389/2.jpg?7473,Kiss,"['Type Produit : Adultes', 'Marque : Kiss', 'Nom : Préservatifs Gold Extra Plaisir', 'Livraison à domicile ou en point relais']",1,Jumia Mall/Food,beaute-hygiene-sante,56,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\56_Kiss_Pr_servatifs_Gold_Extra_Plaisir_x3.jpg
The Ordinary - Niacinamide 10% + 1 Zinc % Peau Grasse,6900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/057121/1.jpg?6377,The Ordinary,"['Vegan', 'Réduit les imperfections', 'Régule la production de sébum', 'Repulpant', 'Unifie le teint']",Niacinamide 10% + Zinc 1%,Blanc,beaute-hygiene-sante,57,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\57_The_Ordinary_-_Niacinamide_10____1_Zinc___Peau_Grasse.jpg
Generic PARFUM Royal Ramba 2 bouteille  10ml et 100ml CHIC CLASSE,2500,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/956501/1.jpg?5888,Generic,"['Parfum\xa0durable', 'Eau de parfum', 'Qualité supérieur', '10 ML et\xa0100 ML', 'Modèle: Parfum homme', 'Poids (kg): 0.2', 'Couleur: noirrouge', 'Matériau principal: hille de Parfum']",N/B,rouge noir,beaute-hygiene-sante,58,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\58_Generic_PARFUM_Royal_Ramba_2_bouteille__10ml_et_100ml_CHIC_CLASSE.jpg
Sivop Gamme cheveux sulfur-18,2900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/88288/1.jpg?6538,Sivop,"['TYPE DE CHEVEUX: TOUS TYPES DE CHEVEUX', 'PROBLÈMES DE CHEVEUX: PELLICULES, DÉMANGEAISONS', 'Pommade 100ml', 'Champoing 500ml', 'Demelant 500ml', ""Appliquer le shampooing sur vos cheveuxbien mouillés Rincer a l'eau clair et sécher avec une serviette\xa0 Apres vous mettez son huile si vous l'avez oubien une autre crème ou huile"", 'Traitement antiseptique au soufre, le shampooing SULFUR-18', 'nouvelle formule anti-pelliculaire) stimule le cuir chevelu. Il combat les germes, les microbes associés aux pellicules. Facilite le coiffage,soulage les démangeaisons et rend les cheveux plus souples.']",pack,Multicolor,beaute-hygiene-sante,59,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\59_Sivop_Gamme_cheveux_sulfur-18.jpg
C&F Parfum Vanille 100Ml,1100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/571021/1.jpg?7483,C&F,"['Type de produit :\xa0Parfum Vanille 100Ml', 'Marue C&F', 'Capacité : 100ML', 'Bon Senteur', 'Durable']",C&F20232003-67,jaune,beaute-hygiene-sante,60,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\60_C_F_Parfum_Vanille_100Ml.jpg
Generic Tensiomètre Electronique - Noir,12000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/316201/1.jpg?9449,Generic,"['Nom : Tensiomètre numérique', 'Couleur bleue', 'Matériau : ABS', 'Mode de fonctionnement : bouton', ""Mode d'affichage : affichage numérique LCD"", 'Méthode de gonflage : gonflage automatique', ""Mode d'alimentation : 4 piles sèches (non incluses)"", 'Arrêt automatique : 30 secondes sans opération arrêt automatique', 'Taille du produit : 9,8 x 13,8 x 5,7 cm.', 'Taille de la boîte de couleur : 10,9 x 15,6 x 8,3 cm.', 'Poids métal nu : 220g', 'Poids du colis : 410g']",B08,Noir,beaute-hygiene-sante,61,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\61_Generic_Tensiom_tre_Electronique_-_Noir.jpg
Sivoderm Antis boutons Gamme sivoderm 3 pièces- unisexe,1700,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/80529/1.jpg?0007,Sivoderm,"['GAMME SIVODERME 3 PIÈCES', '1 SAVON 80G', '1 SURLET 25G', '1 LOTION 90ML', 'Rend propre et unifie']",3 pièces,VERT,beaute-hygiene-sante,62,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\62_Sivoderm_Antis_boutons_Gamme_sivoderm_3_pi_ces-_unisexe.jpg
Masque à l'argile purifiant au thé vert Bâton Contrôle de l'huile Anti-acné Aubergine - Vert,1900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/694501/1.jpg?1205,(2 avis vérifiés),"['Type de produit : Masque', 'Marque : Green', 'Dimensions du colis \u200e7.6 x 4 x 4 cm', 'Poids : 75 grammes', 'Genre : Unisex']",0.075,Vert,beaute-hygiene-sante,63,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\63_Masque___l_argile_purifiant_au_th__vert_B_ton_Contr_le_de_l_huile_Anti-acn__Aubergine_-_Vert.jpg
Ghandour Cosmetics Eau de Parfum Homme  Active - Style up - 50ml,480,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/631121/1.jpg?6946,Ghandour Cosmetics,"['Type Produit : Soin pour hommes', 'Marque :\xa0Ghandour Cosmetics - Gamme Homme\xa0STYLE UP', 'Livraison à domicile ou en point relais', 'Quantité: 1']",1,blanc,beaute-hygiene-sante,64,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\64_Ghandour_Cosmetics_Eau_de_Parfum_Homme__Active_-_Style_up_-_50ml.jpg
TOPICREM Lait topicrem hydratant - 500ml - Blanc,7250,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/358511/1.jpg?2353,TOPICREM,"['Marque : topicrem', 'Type : hydratant', 'À utiliser une à deux fois par jour', 'Contenance : 500ml', 'Fabriqué en : Europe']",Lait hydratant,Blanc,beaute-hygiene-sante,65,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\65_TOPICREM_Lait_topicrem_hydratant_-_500ml_-_Blanc.jpg
Pocabana Déodorants Roll-On - 50 ML,840,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/037601/1.jpg?2713,Pocabana,"['Type de produit :\xa0 Déodorants Roll-On', 'Capacité : 50 ML', 'Assure une protection longue durée', 'contre la transpiration.', 'Parfum féminin, frais et discret vous offre une sensation de confort et de bien-être tout au long de la journée.', 'Sa formule sans alcool convient à toutes les peaux.', 'Testé dermatologiquement.']",50ml,blanc,beaute-hygiene-sante,67,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\67_Pocabana_D_odorants_Roll-On_-_50_ML.jpg
Byphasse Lait  éclaircissant Unificateur De Teint à l’Extrait de blé - 500 ml,4600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/37319/1.jpg?1257,Byphasse,"['BYPHASSE Lait Unificateur De Teintà l’Extrait de blé.', 'Le lait unificateur de teint àl’extrait de blé diminue l’intensité de la couleur des taches sur le cou, lesmains et le corps. Sa formule combine un actif éclaircissant\xa0 naturelle avec de l’allantoïne et des acides alpha hidroxy qui unifient leteint de la peau. Contient de la glycérine et des esters de jojoba pour unehydratation prolongée et une peau lisse et douce. Absorption rapide.', 'Résultat beauté : Intensité de lacouleur des taches diminuée et une peau lisse et douce.', 'Éclaircit,illumine et unifie le teint.', 'Intensité de lacouleur des taches diminuée.', 'Propriétéséclaircissantes.', 'Hydratationlongue durée.', 'Résultatsvisibles dès 4 semaines.', '4 en 1 : visage,cou, mains et corps.', 'Format généreux: 500 ml.']",500ml,ROSE,beaute-hygiene-sante,68,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\68_Byphasse_Lait___claircissant_Unificateur_De_Teint___l_Extrait_de_bl__-_500_ml.jpg
White Tondeuse  Sans Fil professionnelle - Rechargeable AT 209 - 3W - Bleu,3000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/27439/1.jpg?5279,White,"['Qualité professionnelle', 'Rechargeable et à batterie interchangeable', 'Tête de coupe en metal', '1 sabots', 'Moteur silencieux et ultra puissant.', '220V, 3W', 'Bruit inferieur à 70dB', 'Idéal pour hommes\u200e,\u200e bébé & enfants']",At -209,Bleu,beaute-hygiene-sante,69,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\69_White_Tondeuse__Sans_Fil_professionnelle_-_Rechargeable_AT_209_-_3W_-_Bleu.jpg
Shower to Shower Déodorant Bille Homme Cool Musk 48h - 50ml,790,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/707121/1.jpg?9673,Shower to Shower,"['Type Produit : Déodorant', 'Marque : Shower to Shower', 'Nom : Déodorant Men', 'Contenance : 50ML', 'Livraison à domicile ou en point relais']",1,Blanc,beaute-hygiene-sante,70,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\70_Shower_to_Shower_D_odorant_Bille_Homme_Cool_Musk_48h_-_50ml.jpg
The Ordinary - AHA 30% + BHA 2% Peeling solution,6900,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/900401/1.jpg?4909,The Ordinary,"['Exfolie la peau', 'Vegan', 'Répare les imperfections', 'Unifie le teint', ""Booste l'éclat de la peau""]",AHA 30% + BHA 2% Peeling solution,Rouge,beaute-hygiene-sante,71,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\71_The_Ordinary_-_AHA_30____BHA_2__Peeling_solution.jpg
Garnier Shampoing ULTRA DOUX  AVOCAT KARITE 300ML,2790,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/017121/1.jpg?6870,Garnier,"['Type De Produit: Entretien Cheveux', 'Marque:\xa0Garnier', 'Livraison à Domicile ou en Point Relai', 'Quantité: 1']",1,Jumia Mall,beaute-hygiene-sante,72,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\72_Garnier_Shampoing_ULTRA_DOUX__AVOCAT_KARITE_300ML.jpg
Naturelle Viga Spray 150000 - Version Améliorée - 45ml,2950,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/70288/1.jpg?7639,Naturelle,"[""Viga Spray dragon nouvelle version améliorée endurcit\nl'érection et retardé l'éjaculation.Utilisez viga dragon 15mns avant les\nrapports sexuels une a deux spray sur la tête du pénis."", 'Viga Spray dragon', ""Pas d'effets secondaires"", '100% efficace', 'Contenance: 45 ml']",45ml,NOIR,beaute-hygiene-sante,73,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\73_Naturelle_Viga_Spray_150000_-_Version_Am_lior_e_-_45ml.jpg
RtopR Liquide de nettoyage dentaire (Blanchiment Dentaire) + 10 coton tiges,3100,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/92489/1.jpg?3844,RtopR,"['Effet blanchissant.', 'Résultat visible dès la 1ère application', 'A long terme', 'Enlève la fluorose dentaire', 'Facile à appliquer']",Blanchiment Dentaire 10ml,blanc,beaute-hygiene-sante,74,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\74_RtopR_Liquide_de_nettoyage_dentaire__Blanchiment_Dentaire____10_coton_tiges.jpg
Pharma Care Savon Pharmacare Antibacterien Citron 200 G,600,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/34406/1.jpg?9857,Pharma Care,"['Savon antibactérien', 'Protège et nettoie efficacement votre peau grâce à son action antibactérienne', 'Garantit l’hygiène et la fraicheur pour toute la famille', 'Elimine les mauvaises odeurs et sécurise la peau contre les infections cutanées', 'à base de\xa0citron']",CITRON,BLANC,beaute-hygiene-sante,75,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\75_Pharma_Care_Savon_Pharmacare_Antibacterien_Citron_200_G.jpg
Generic Gant Exfoliant + Laveuse de dos + Éponge de bain - Kit de bain Exfoliant,3000,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/439301/1.jpg?1341,Generic,"['Gant + laveuse de dos+ Éponge', 'Confort optimal', 'Qualité', 'Bien être', 'Satisfaction', 'Excellent rapport qualité  prix']",Kit de bain Exfoliant,Multicolore,beaute-hygiene-sante,76,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\76_Generic_Gant_Exfoliant___Laveuse_de_dos____ponge_de_bain_-_Kit_de_bain_Exfoliant.jpg
La Collection Privée Eau De Parfum Pour Homme Power By Uniparco - 30 Ml,1290,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/022601/1.jpg?7642,La Collection Privée,"['COLLECTION PRIVÉE by Uniparco', 'Eau de Parfum pour Homme', 'POWER', 'Capacite 30ml', 'Longue durée']",POWER,TRANSPARENT,beaute-hygiene-sante,77,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\77_La_Collection_Priv_e_Eau_De_Parfum_Pour_Homme_Power_By_Uniparco_-_30_Ml.jpg
Elite Parfum Orchid Brown  - Elite -100ml,3800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/492301/1.jpg?4555,Elite,"['Produit : Eau de Parfum', 'Nom : Brown Orchid', 'Collection : ELITE', 'Genre : unisex', 'Contenance : Parfum 100ml']",Parfum,Noir,beaute-hygiene-sante,78,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\78_Elite_Parfum_Orchid_Brown__-_Elite_-100ml.jpg
Perfect Man Eau De Cologne Perfect Men Extreme - 400Ml,990,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/34406/1.jpg?9854,Perfect Man,"['PERFECT MEN', 'eau de\xa0Cologne pour HOMME', 'Rafraîchit instantanément', 'Procure une sensation de fraîcheur extrême grâce à son parfum intense', 'Redonne de l’énergie après l’effort', 'Contenance ; 400ml']",EXTREME,Bleu,beaute-hygiene-sante,79,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\79_Perfect_Man_Eau_De_Cologne_Perfect_Men_Extreme_-_400Ml.jpg
Generic Balance Pèse - Personne Électronique Plateau En Verre - Ecran Lcd,6800,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/878201/1.jpg?4795,Generic,"['Balance Pèse-Personne Électronique', 'Balance Pèse-Personne Électronique', 'Plateau En Verre', 'Ecran Lcd', 'Capacité 150 Kg', 'Base en verre SECURIT', 'Grand écran facile � lire', 'Mesure du poids', 'Allumage instantané', 'Extinction automatique', 'Dimensions 31.8 x 27.5 cm', 'maximum 150 kg', 'graduation par 100g']",Generic,neant,beaute-hygiene-sante,81,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\81_Generic_Balance_P_se_-_Personne__lectronique_Plateau_En_Verre_-_Ecran_Lcd.jpg
Htc Tondeuse rechargeable avec câble  - At-206 - Blanc,2650,https://sn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/48849/1.jpg?2650,Htc,"['Marque: HTC', 'Modèle: AT-206', 'Tension: 220-240V 50  60Hz', 'Autres notes: Power3 Watts', 'Cap1 de protection', 'Lame Oil1 Pc', 'Brosse de nettoyage1 Pc']",AT-206,Blanc,beaute-hygiene-sante,83,c:\Users\kiemd\OneDrive\Desktop\Porjetfin\data_images\beaute-hygiene-sante\83_Htc_Tondeuse_rechargeable_avec_c_ble__-_At-206_-_Blanc.jpg
